EmployeeID,Name,HighestDegree,Division,DivisionAddress,DivisionPhone,PersonalAddress,Email,PhoneNumber,Department,DepartmentDescription,JobTitle,JobDescription,Salary,Birthdate,SocialSecurity
205325,Dylan Steven Evans,BS,EAST DIVISION,,(518)555-1234,"7225 Ryan Ways Suite 942, Hineschester, NY 37464",dylan_evans_127@klb.com,+1-298-375-4581x990,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 3,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",37071.82,8/19/1989,842-11-6997
274870,Kyle Roberto Benson,AB,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"3604 Roger Throughway Suite 254, Lake Christopherburgh, TX 42507",KYLE_BENSON_199@KLB.COM,+1-553-761-2318x26366,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",31676.86,1980.01.25,686/70/3978
231520,SCOTT CAMERON ADAMS,HS,,"123 North St, Springfield, IL 62701",(217)555-1234,"048 Nichole Tunnel Suite 853, Khanborough, IL 11255",scott_adams_169@klb.com,-10829,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 2,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",29414.95,1/13/1978,328 58 7275
286101,ELIZABETH KRISTIN DOMINGUEZ,HS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"80111 Mitchell Underpass, Anthonystad, CA 76023",ELIZABETH_DOMINGUEZ_126@KLB.COM,001-999-362-2157,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 3,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE WEST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",37653.32,7/5/1976,813-85-4729
126139,Shelly Karen Eaton,BS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"171 Sims Bridge, South Nicholaschester, IL 44485",SHELLY_EATON_115@KLB.COM,-9037,HR,Manage all human resource need of the organization,HR Specialist 3,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 3.",41050.88,5/11/1987,762/23/5350
235962,Courtney Whitney Baker,CTE,EAST DIVISION,"789 EAST BLVD, ALBANY, NY 12201",(518)555-1234,"92227 Banks Path, East Antonioview, NY 31498",courtney_baker_163@klb.com,706-866-7923,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",30647.22,2/24/1986,625-53-7824
457917,Charles James Meyers,AB,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"0054 William Summit Apt. 998, New Melanie, NY 53121",charles_james_meyers_100@klb.com,,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 2,"Provides administrative support within the East Division, assisting with scheduling, documentation, and communication tasks.",42821.68,1/11/1981,539-29-0974
245692,Hon Katrina Brittany Wang,HS,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",(916)555-6789,"072 Smith Loop Suite 878, West Lindaburgh, OH 72436",HON_KATRINA_BRITTANY_WANG_113@KLB.COM,+1-741-663-2785x6991,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",32966.02,3/11/1984,166/77/7315
155683,Valerie Nicole Moore,AB,South Division,"456 SOUTH AVE, AUSTIN, TX 73301",(512)555-6789,"8676 ROGERS VALLEYS, EAST MALLORYVIEW, TX 28766",valerie_moore_143@klb.com,5606241150,HR,Manage all human resource need of the organization,HR SPECIALIST 3,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 3.",42562.18,1997.11.05,151/48/5823
246064,Brandon Alan Brady,BS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"8116 Hall Highway, Lake Robertville, CA 78908",brandon_brady_123@klb.com,001-900-666-2305x533,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",32263.57,11/21/1997,899-38-3153
488864,Evan Brandon Burgess,MA,WEST DIVISION,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"43872 Sean Mission Apt. 144, Destinyview, CA 15579",EVAN_BURGESS_168@KLB.COM,001-596-645-9624,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",SECRETARY LEVEL 2,"Provides administrative support within the West Division, assisting with scheduling, documentation, and communication tasks.",36529.21,7/14/1964,589 92 2312
483277,Wendy Rita Marshall,BA,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"1492 Harris Park, East Jamiemouth, CA 34112",wendy_marshall_108@klb.com,+1-502-581-0607x6344,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",SECRETARY LEVEL 4,"Provides administrative support within the West Division, assisting with scheduling, documentation, and communication tasks.",38176.49,1983.02.23,697-54-0034
392066,Erica Melissa Miller,PhD,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"799 LOPEZ GARDENS, MICHAELTON, IL 85067",ERICA_MILLER_119@KLB.COM,441.410.9090x73950,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 2,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 2.",96419.09,2/10/1992,344 48 6976
231455,Lisa Rebecca Weeks,HS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"374 Santiago Inlet Apt. 803, Vangmouth, IL 84877",LISA_WEEKS_158@KLB.COM,(830)207-9154,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",39552.6,1/13/1997,669-01-1576
268573,Robert Michael Vargas,BS,West Division,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"6001 Stevens Grove, Deleonville, CA 57241",ROBERT_VARGAS_177@KLB..COM,(492)638-8489x828,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",29913.02,3/3/1972,111/18/1477
207001,Christopher Jonathan Combs,BS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"391 Johnson Rapid Suite 872, Carsonmouth, OH 42356",christopher_combs_194@klb.com,9024787388,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 10,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE CENTRAL DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",41797.12,12/29/1986,768/22/4538
250021,Leah Sandra Moore,CTE,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"308 WILLIAMS VILLAGES, KATHLEENSHIRE, TX 36252",LEAH_MOORE_200@KLB.COM,241-404-7961,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 5,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",39294.67,6/13/1993,216/76/7626
205771,MAJ KEVIN ROGER BROWN,CTE,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"161 Jaime Meadow Apt. 885, Hartmanton, IL 14018",MAJ_KEVIN_ROGER_BROWN_136@KLB.COM,(289)467-1965x263,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 2,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE NORTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",29026.99,10/6/1996,431/79/8610
344102,Christopher Patrick Sellers,MS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"68588 Brown Mountain, Elizabethland, CA 95386",CHRISTOPHER_SELLERS_197@KLB.COM,391-815-9203x56682,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 3,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 3.",83292.22,5/27/1990,344-76-2902
203853,"Kenneth Stephen Montes, MSc",BS,NORTH DIVISION,"123 North St, Springfield, IL 62701",(217)555-1234,"04537 Mary Groves Suite 131, Tonyaborough, IL 76343","kenneth_stephen_montes,_msc_114@klb.com",(792)261-9282x79307,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 3,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",29279.07,1986.11.21,452-43-7641
450328,Alexandra Deanna Dixon,HS,NORTH DIVISION,"123 North St, Springfield, IL 62701",(217)555-1234,"5679 Michael Burg, Garciachester, IL 11754",alexandra_dixon_118@klb.com,725-945-7387,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 1,"PROVIDES ADMINISTRATIVE SUPPORT WITHIN THE NORTH DIVISION, ASSISTING WITH SCHEDULING, DOCUMENTATION, AND COMMUNICATION TASKS.",40926.6,9/30/1970,449-93-7413
250419,BRITTANY MICHELLE CHAN,GED,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"781 Sherry Path Suite 558, Thomasberg, OH 39318",brittany_chan_128@klb.com,5949801186,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",37461.82,1/7/1999,780 02 0956
211591,Terry Jacob Smith,GED,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",(916)555-6789,"660 LEWIS LOCK, CARPENTERFURT, OH 09121",terry_smith_162@klb.com,7186130689,,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE CENTRAL DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",35169.48,1984.10.15,476 09 9220
295715,RACHEL CATHERINE JUAREZ,GED,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"01828 David Falls, New Elaine, OH 42534",rachel_juarez_180@klb..com,+1-833-333-7270x267,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 8,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",39462.04,1996.09.24,681-66-8767
168148,SIERRA ALEXIS ANDERSON,MS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"37781 DUSTIN FLAT SUITE 823, MORGANBERG, OH 89240",sierra_anderson_142@klb.com,(346)869-7974x117,HR,Manage all human resource need of the organization,HR Manager Level 1,"Provides strategic workforce planning, manages employee performance, and oversees HR policies as HR Manager Level 1.",85476.99,3/3/1973,419-21-7312
202981,Michael Adam Hicks,CTE,West Division,"101 West Dr, Sacramento, CA 94203",,"0538 FELICIA SHORES APT. 659, SOUTH GEORGE, CA 66533",MICHAEL_HICKS_121@KLB.COM,6347469936,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 5,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",35976.85,5/14/1996,230 43 7589
449061,Yvonne Tammy Preston,MA,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"72466 Camacho Summit, East Robert, CA 91983",yvonne_preston_123@klb..com,661.474.7904x5522,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 7,"Provides administrative support within the West Division, assisting with scheduling, documentation, and communication tasks.",52115.44,1/17/1967,369 77 6993
199273,Debbie Carla Hansen,AB,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"87219 Stephen Streets Suite 761, Ashleymouth, OH 01486",DEBBIE_HANSEN_166@KLB.COM,390-817-7477x44617,HR,Manage all human resource need of the organization,HR Specialist 1,"MANAGES RECRUITMENT AND ONBOARDING, SUPPORTS EMPLOYEE RELATIONS, AND MAINTAINS COMPLIANCE WITH LABOR LAWS AS SPECIALIST 1.",38211.17,7/24/1985,037 01 1854
439626,Cody Christopher Clark,BA,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"30876 Harrison Orchard Apt. 906, Grahamside, NY 31596",CODY_CLARK_107@KLB..COM,001-976-429-5076x71621,ADMINISTRATIVE,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 1,"Provides administrative support within the East Division, assisting with scheduling, documentation, and communication tasks.",40786.77,12/12/1966,289/70/8578
452412,Alyssa Julia Rice,HS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"9087 Marsh Fort Suite 316, South Michael, CA 22703",alyssa_rice_113@klb.com,246.901.0069x7740,ADMINISTRATIVE,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 7,"Provides administrative support within the West Division, assisting with scheduling, documentation, and communication tasks.",45261.24,1967.11.07,065-66-3530
438905,David Donald Giles,AB,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"366 KRUEGER HEIGHTS SUITE 867, NORTH AMANDALAND, CA 53862",DAVID_GILES_158@KLB.COM,682-877-3477,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 5,"PROVIDES ADMINISTRATIVE SUPPORT WITHIN THE WEST DIVISION, ASSISTING WITH SCHEDULING, DOCUMENTATION, AND COMMUNICATION TASKS.",46014.65,12/2/1993,531/95/4779
446135,Steven Joseph Jones,MA,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",(916)555-6789,"0824 Turner Streets Suite 943, Larryville, OH 88401",steven_jones_161@klb.com,556.466.1962x132,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 5,"Provides administrative support within the Central Division, assisting with scheduling, documentation, and communication tasks.",42303.5,7/9/1989,011 15 9622
209947,Leah Stephanie Delacruz,BS,WEST DIVISION,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"18167 Teresa Hill, Mariaton, CA 53740",LEAH_DELACRUZ_126@KLB.COM,(567)677-7559x55211,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 5,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE WEST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",31534.16,2003.07.01,082 04 6423
239477,"SCOTT ADAM RAMOS, MED",CTE,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"1357 Dawn Squares, Benjaminberg, TX 44195","scott_adam_ramos,_med_106@klb..com",579.370.7247x68793,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",32423.15,1/7/1972,767-60-7285
274447,Mark Michael Huerta,CTE,West Division,"101 WEST DR, SACRAMENTO, CA 94203",(916)555-5678,"49352 Paige Lane Apt. 450, South Blake, CA 12100",mark_huerta_185@klb.com,442-252-0464x12449,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",29910.8,5/2/1985,401 69 9559
434194,"MICHAEL JOSE CARTER, MD",AB,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",(916)555-6789,"73140 Chelsea Forks, North Amytown, OH 29609","MICHAEL_JOSE_CARTER,_MD_117@KLB.COM",+1-811-414-0755x978,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 4,"PROVIDES ADMINISTRATIVE SUPPORT WITHIN THE CENTRAL DIVISION, ASSISTING WITH SCHEDULING, DOCUMENTATION, AND COMMUNICATION TASKS.",43470.87,12/28/1968,873-54-3522
154080,Jennifer Samantha Huff,BS,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"384 Cobb Meadows, Port Bobbyfurt, TX 73245",JENNIFER_HUFF_138@KLB.COM,895.549.5988,HR,Manage all human resource need of the organization,HR Specialist 2,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 2.",41815.14,1983.04.10,887 76 4959
243370,Matthew Caleb Reeves,HS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"9081 LARRY RANCH, CALHOUNSTAD, NY 67105",MATTHEW_REEVES_145@KLB.COM,471-474-4546,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 6,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",38446.79,6/10/1976,100 08 5754
256995,"Matthew Douglas Garcia, MD",GED,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"1688 Davis Junctions Apt. 247, Castroburgh, CA 12901","MATTHEW_DOUGLAS_GARCIA,_MD_163@KLB.COM",001-697-439-7742x62991,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 3,"Performs production and operational tasks within the West Division, ensuring quality and efficiency in processes.",36723.54,2/23/1973,556 37 6627
210413,ETHAN ROBERT REEVES,GED,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"2873 MICHAEL LOOP APT. 257, CHRISTOPHERVILLE, OH 60167",ETHAN_REEVES_125@KLB..COM,-1540,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",34078.96,10/30/1990,798 97 9214
272226,"BONNIE LORI DURAN, MD",AB,CENTRAL DIVISION,"202 Main St, Columbus, OH 43085",(916)555-6789,"54221 Tina Track, Jessicatown, OH 46246","BONNIE_LORI_DURAN,_MD_190@KLB.COM",001-668-714-1280x3971,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 5,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",37287.04,3/1/1994,356/11/5518
397900,Wayne Christopher Martinez,PhD,NORTH DIVISION,"123 North St, Springfield, IL 62701",(217)555-1234,"79712 Delgado Mountain Suite 746, Faulknerfort, IL 22969",WAYNE_MARTINEZ_134@KLB..COM,912.960.7554x36649,Engineering,Develop and maintain product design specifications and manufacturing protocols.,ENGINEER LEVEL 1,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 1.",82443.6,1/14/1998,490/65/8473
335748,"John Roberto Snyder, BFA",MS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"242 Smith Fort Suite 396, Jamesborough, OH 28642","john_roberto_snyder,_bfa_100@klb..com",448-938-5400x5340,Engineering,Develop and maintain product design specifications and manufacturing protocols.,ENGINEER LEVEL 4,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 4.",102956.63,1981.12.08,743 20 2908
319533,Jeremy Angel Sanchez,PhD,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"68869 OROZCO LOCK, JOSHUAHAVEN, TX 77187",jeremy_sanchez_107@klb.com,(328)269-2908x871,Engineering,Develop and maintain product design specifications and manufacturing protocols.,Engineer Level 1,"Works on technical projects, ensures compliance with safety standards, and provides engineering solutions as Engineer Level 1.",85806.51,11/8/1980,811/82/3893
253243,ROBERT MICHAEL ALEXANDER,BS,South Division,"456 SOUTH AVE, AUSTIN, TX 73301",(512)555-6789,"35567 Daniel Ville, New Taylor, TX 43601",ROBERT_ALEXANDER_144@KLB..COM,-8215,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 8,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE SOUTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",37618.32,3/3/1969,687 57 6740
290888,David Jon Blake,HS,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"446 Kimberly Crossroad, Autumnshire, TX 37946",david_blake_108@klb..com,+1-891-451-7062x965,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 7,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",38279.69,1991.02.06,858 03 3783
211526,Mark Brandon Stone,BS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"63756 Megan Lodge Apt. 213, Cookeland, IL 11516",MARK_STONE_190@KLB.COM,786.443.4477x2879,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",35930.58,1978.09.12,567 60 3668
259777,JUAN GARRETT PECK,BS,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"6740 VAZQUEZ RADIAL, ASHLEYMOUTH, IL 86199",JUAN_PECK_134@KLB.COM,001-290-460-8125x706,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",28774.77,5/18/1980,152-34-9012
216135,Sheila Stephanie Roberts,AB,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"94542 Bell Locks Suite 768, Weberport, TX 74869",sheila_roberts_109@klb.com,(355)576-5581x5196,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",29785.51,10/5/1979,822/39/3921
339679,Matthew Luis Mitchell,MS,East Division,"789 EAST BLVD, ALBANY, NY 12201",(518)555-1234,"098 Franklin Dam Apt. 940, North Mary, NY 78645",matthew_mitchell_174@klb.com,894-903-7250,Engineering,Develop and maintain product design specifications and manufacturing protocols.,ENGINEERING MANAGER LEVEL 2,"Leads engineering teams, monitors project progress, and ensures timely delivery as Engineering Manager Level 2.",152700.81,1977.12.18,244 83 0056
290157,HALEY TONI VAUGHAN,AB,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"07178 HERNANDEZ BYPASS SUITE 335, KEVINFORT, NY 63907",haley_vaughan_108@klb.com,001-579-748-0410x1822,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 6,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",31847.67,1974.02.08,782/50/5419
279214,Tracy Kari Owen,AB,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"00672 Stokes Harbors Suite 909, Raymondshire, TX 32073",tracy_owen_176@klb.com,001-219-304-4940x550,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE SOUTH DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",37735.96,9/19/1971,194 99 4624
120625,Mark Shane Moran,MS,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"87730 Andrea Square, Coltonbury, CA 90955",mark_moran_142@klb.com,437-597-9954x6821,HR,Manage all human resource need of the organization,HR Manager Level 1,"Provides strategic workforce planning, manages employee performance, and oversees HR policies as HR Manager Level 1.",104313.12,1988.07.13,010 39 6632
229264,Gregory Joshua Hart,GED,South Division,"456 South Ave, Austin, TX 73301",(512)555-6789,"610 Norris Road Suite 318, Karenstad, TX 82308",GREGORY_HART_196@KLB.COM,001-784-982-9463x75495,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 1,"Performs production and operational tasks within the South Division, ensuring quality and efficiency in processes.",30977.22,3/12/1991,895/83/1148
108989,Deborah Kelly King,PhD,CENTRAL DIVISION,"202 MAIN ST, COLUMBUS, OH 43085",(916)555-6789,"8240 Lauren Shore, West Jordan, OH 53596",deborah_king_147@klb.com,960-888-2219,HR,Manage all human resource need of the organization,HR Manager Level 2,"Provides strategic workforce planning, manages employee performance, and oversees HR policies as HR Manager Level 2.",108918.79,1973.05.20,044/78/3951
243031,Michael Jason Sanchez,BS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"900 TURNER ISLAND, DONNAVILLE, OH 68786",MICHAEL_SANCHEZ_152@KLB.COM,(662)306-4570x1379,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 6,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE CENTRAL DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",32133.99,1973.07.23,159/89/9991
201645,ROBERT JAMES SCOTT,HS,Central Division,"202 Main St, Columbus, OH 43085",(916)555-6789,"2272 KEVIN MANOR, TIMOTHYBURY, OH 75080",robert_scott_195@klb.com,(828)950-8312,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"Performs production and operational tasks within the Central Division, ensuring quality and efficiency in processes.",32507.16,5/10/2002,523-19-4111
183364,JONATHAN GEORGE FERGUSON,BS,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"211 Chapman Pine Suite 494, East Annberg, NY 97247",jonathan_ferguson_130@klb.com,9096824049,HR,Manage all human resource need of the organization,HR SPECIALIST 4,"Manages recruitment and onboarding, supports employee relations, and maintains compliance with labor laws as Specialist 4.",41413.16,12/28/1987,736-24-9038
215761,Albert Austin Cordova,CTE,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"22288 Carrie Curve, Rubioberg, IL 46445",albert_cordova_170@klb.com,726.824.4863x98771,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 4,"Performs production and operational tasks within the North Division, ensuring quality and efficiency in processes.",29923.78,1991.07.07,127/08/0745
293009,Diana Carrie Carson,HS,EAST DIVISION,"789 EAST BLVD, ALBANY, NY 12201",(518)555-1234,"1742 Eric Road, Sotofort, NY 16551",DIANA_CARSON_137@KLB.COM,-3161,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 3,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",29229.72,6/21/1971,345 63 2143
250209,Elizabeth Julie Weiss,CTE,East Division,"789 East Blvd, Albany, NY 12201",(518)555-1234,"172 Ana Harbors, East Janetbury, NY 75821",elizabeth_weiss_179@klb.com,226.969.3255x44170,Operations,"Manage all purchasing, manufacturing, and logistics of the organization",OPERATIONS ASSOCIATE LEVEL 1,"Performs production and operational tasks within the East Division, ensuring quality and efficiency in processes.",28114.79,1987.06.18,843 15 4994
484030,SCOTT MICHAEL PEREZ,BA,EAST DIVISION,"789 East Blvd, Albany, NY 12201",(518)555-1234,"16636 WHITE TERRACE, NEW JOSHUA, NY 42202",scott_perez_125@klb.com,314-308-5796x2295,Administrative,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 8,"Provides administrative support within the East Division, assisting with scheduling, documentation, and communication tasks.",49137.22,3/24/1964,524-40-8636
408907,Larry Jonathan Rosario,AB,North Division,"123 North St, Springfield, IL 62701",(217)555-1234,"51820 Jasmine Mill Apt. 554, Ortizmouth, IL 89485",LARRY_ROSARIO_172@KLB.COM,+1-705-315-1864x492,ADMINISTRATIVE,"Manage, coordinate, and facilitate internal communications, meetings, and standard operating procedures.",Secretary Level 1,"Provides administrative support within the North Division, assisting with scheduling, documentation, and communication tasks.",37789.19,9/23/1973,359-40-6422
227098,ABIGAIL DONNA MORALES,GED,West Division,"101 West Dr, Sacramento, CA 94203",(916)555-5678,"632 Palmer Garden Suite 415, East Andrew, CA 33905",abigail_morales_187@klb.com,+1-492-231-6243x156,OPERATIONS,"Manage all purchasing, manufacturing, and logistics of the organization",Operations Associate Level 4,"PERFORMS PRODUCTION AND OPERATIONAL TASKS WITHIN THE WEST DIVISION, ENSURING QUALITY AND EFFICIENCY IN PROCESSES.",36490.52,8/14/1969,621-07-4762
